hour,day,month,weekday,electricity_lag1,electricity_lag24,electricity_rolling24,is_holiday,is_semester,is_exam,campus_id_x,campus_id_y,apparent_temperature,air_temperature,dew_point_temperature,relative_humidity,wind_speed,wind_direction,water_lag1h,water_lag24h,water_lag168h,water_rolling7d,electricity_true,water_true,garbage_true,electricity_pred,water_pred,garbage_pred,is_anomaly,electricity_cost_actual,water_cost_actual,garbage_cost_actual,total_cost_actual,electricity_cost_pred,water_cost_pred,garbage_cost_pred,total_cost_pred,cost_difference
22,12,2,4,9.956610840336134,10.956486962025316,11.440806561229202,0.0,0,0,1.0,1.0,19.282222222222224,19.825555555555557,14.203333333333333,71.37222222222222,10.902777777777779,125.67222222222222,202.6493,166.65068333333335,222.118959231172,160.44920454971194,9.863589831932773,202.6969666666667,53.09424630912664,9.812736,199.0797,57.18914,0,78.90871865546218,9121.363500000001,3982.068473184498,13182.340691839961,78.501884,8958.586,4289.1855,13326.273,-143.93274566003856
23,12,2,4,9.863589831932773,10.68973029661017,11.377340110755116,0.0,0,0,1.0,1.0,19.075555555555557,19.178333333333335,14.873333333333333,76.6,9.65611111111111,126.03888888888889,202.6969666666667,166.67181666666667,222.24674222115317,160.74287650885742,9.166535485232068,202.73796666666667,61.7791667641805,9.384742,199.55257,61.166058,0,73.33228388185654,9123.2085,4633.437507313538,13829.978291195395,75.077934,8979.865,4587.454,13642.397,187.5808302578953
0,10,3,2,9.166535485232068,10.174644745762711,11.331082846057216,0.0,0,0,1.0,1.0,13.167777777777777,14.364999999999998,10.682222222222222,78.57777777777778,7.362222222222223,120.45,202.73796666666667,201.06571666666665,221.60991542038366,160.45212474922624,9.0644703930131,118.58387136233334,48.481111641110424,9.068765,119.461494,48.49425,0,72.5157631441048,5336.274211305,3636.083373083282,9044.873347532386,72.55012,5375.767,3637.0688,9085.387,-40.513371217613894
1,10,3,2,9.0644703930131,9.94008220338983,11.286201192722826,0.0,0,0,1.0,1.0,13.27,13.87388888888889,10.567222222222222,80.50555555555556,4.1755555555555555,109.77777777777777,118.58387136233334,201.07918333333333,221.8281853072656,160.16537986301464,8.862922523364487,118.58737136233334,51.009752141547175,8.946516,116.87167,49.448605,0,70.9033801869159,5336.431711305,3825.731410616038,9233.066502107953,71.57213,5259.225,3708.6453,9039.442,193.62411929545306
2,10,3,2,8.862922523364487,10.01289779661017,11.2402233002965,0.0,0,0,1.0,1.0,12.197777777777777,13.164444444444444,10.687222222222223,85.08333333333333,6.277777777777778,164.41666666666666,118.58737136233334,201.08333333333334,222.95715940206995,159.88254341062904,8.909428378378378,118.58842136233334,40.93488919955083,8.915855,116.799545,40.595844,0,71.27542702702702,5336.478961305,3070.116689966312,8477.87107829834,71.32684,5255.9795,3044.6882,8371.994,105.87693767333985
3,10,3,2,8.909428378378378,9.986405105485233,11.213266276127271,0.0,0,0,1.0,1.0,11.725,12.800555555555555,10.546111111111111,86.68333333333334,6.681666666666667,172.74444444444444,118.58842136233334,201.08748333333332,221.81150862224482,159.6035290724649,9.339436525423729,118.58842136233332,40.69151298807322,9.135966,116.799545,43.7526,0,74.71549220338983,5336.478961305,3051.8634741054916,8463.057927613881,73.08773,5255.9795,3281.445,8610.513,-147.45476769861853
4,10,3,2,9.339436525423729,10.153762109704642,11.16424815503082,0.0,0,0,1.0,1.0,11.144444444444444,12.1,10.123888888888889,88.15555555555555,5.461666666666667,183.05555555555554,118.58842136233332,201.11068333333333,221.92715258203046,159.3283827119942,8.97732720338983,118.60672136233333,49.75981420615537,9.296608,116.96441,47.529446,0,71.81861762711864,5337.302461305,3731.9860654616527,9141.10714439377,74.37286,5263.3984,3564.7085,8902.48,238.6266756437708
5,10,3,2,8.97732720338983,10.078961814345991,11.135791666700598,0.0,0,0,1.0,1.0,10.9,11.376666666666667,9.88,90.79444444444445,2.6044444444444443,215.1888888888889,118.60672136233333,201.11586666666665,221.80783121697297,159.0569456363298,9.396006094420601,118.61282136233334,48.80558289510427,9.170078,116.96441,48.58903,0,75.16804875536481,5337.576961305,3660.4187171328203,9073.163727193185,73.36063,5263.3984,3644.1772,8980.937,92.22720375568497
6,10,3,2,9.396006094420601,10.64607205882353,11.094855024756862,0.0,0,0,1.0,1.0,10.585555555555556,11.075555555555555,9.935,92.86111111111111,2.7377777777777776,190.35555555555555,118.61282136233334,201.11753333333334,221.9108565311527,158.78910375372058,9.663592652173913,118.61282136233334,48.68149633655782,9.843917,116.96441,48.39441,0,77.3087412173913,5337.576961305,3651.1122252418368,9065.997927764227,78.751335,5263.3984,3629.5806,8971.73,94.26745901422692
7,10,3,2,9.663592652173913,11.28823974248927,11.045213538646033,0.0,0,0,1.0,1.0,10.779444444444444,11.322222222222223,10.388333333333334,94.12777777777778,3.611111111111111,77.89444444444445,118.61282136233334,201.14218333333335,221.91155458533214,158.52482996605792,10.096844075829384,118.619488029,49.337819958893775,10.228735,116.96441,48.017612,0,80.77475260663508,5337.876961305,3700.336496917033,9118.988210828667,81.82988,5263.3984,3601.321,8946.55,172.43840614116743
8,10,3,2,10.096844075829384,11.950231939655172,11.005119519596073,0.0,0,0,1.0,1.0,13.196111111111112,13.517777777777777,11.713888888888889,89.41111111111111,4.483333333333333,108.71111111111111,118.619488029,201.17981666666668,221.89039620796723,158.26402380960656,10.98797548245614,118.62148802899999,140.50030978538578,10.893626,116.96441,145.03569,0,87.90380385964912,5337.966961305,10537.523233903934,15963.393999068583,87.14901,5263.3984,10877.677,16228.225,-264.83061030641693
9,10,3,2,10.98797548245614,12.047430043290044,11.008354918364569,0.0,0,0,1.0,1.0,15.67,16.495,12.52611111111111,78.60555555555555,8.453333333333333,93.83333333333333,118.62148802899999,201.21821666666668,221.94202697660927,158.00661037380178,12.125079613733904,118.62235469566666,146.4437045985857,11.933144,116.96441,146.72723,0,97.00063690987123,5338.005961305,10983.277844893928,16418.284443108798,95.46515,5263.3984,11004.543,16363.406,54.87819310879786
10,10,3,2,12.125079613733904,12.09092896103896,11.036811754247205,0.0,0,0,1.0,1.0,17.361666666666665,19.064444444444444,11.653333333333332,62.49444444444445,11.568888888888889,134.86111111111111,118.62235469566666,201.26375000000002,221.3642742154354,157.75268560598585,12.773893022222223,118.64827136233333,147.5487022705874,12.995839,116.96441,148.95049,0,102.19114417777779,5339.172211305,11066.152670294055,16507.516025776833,103.96671,5263.3984,11171.286,16538.652,-31.136317973167024
11,10,3,2,12.773893022222223,12.18499146551724,11.092688782331273,0.0,0,0,1.0,1.0,19.363333333333333,21.21888888888889,11.035555555555556,52.42777777777778,11.444444444444445,132.03333333333333,118.64827136233333,201.46883333333335,221.53235382982132,157.50211286510773,13.526040139534883,118.663338029,159.76659963390028,13.468773,116.96441,163.29552,0,108.20832111627907,5339.850211305,11982.494972542521,17430.5535049638,107.75018,5263.3984,12247.164,17618.312,-187.75899503620167
12,10,3,2,13.526040139534883,12.587954684684684,11.234986112136077,0.0,0,0,1.0,1.0,20.729444444444447,23.044444444444444,10.1,44.21111111111111,12.395,130.0388888888889,118.663338029,201.72456666666668,221.8320472652607,157.25480007421956,16.0030906,118.67400469566665,176.0170074013838,15.403057,116.96441,171.86206,0,128.0247248,5340.3302113049995,13201.275555103786,18669.630491208787,123.22446,5263.3984,12889.654,18276.277,393.35314745878713
13,10,3,2,16.0030906,13.990804724770642,11.295871557890868,0.0,0,0,1.0,1.0,22.087777777777777,24.297777777777778,9.371666666666668,39.16111111111111,10.867222222222221,146.41666666666666,118.67400469566665,201.85583333333335,221.957232842613,157.01082816254097,15.452055422885572,118.70723802900001,168.33134796111446,15.439922,116.96441,167.9847,0,123.61644338308457,5341.825711305,12624.851097083585,18090.29325177167,123.51938,5263.3984,12598.853,17985.77,104.52372052166902
14,10,3,2,15.452055422885572,14.774956142857143,11.315498867839844,0.0,0,0,1.0,1.0,23.05388888888889,25.528333333333336,8.733333333333333,34.86666666666667,11.373888888888889,134.89444444444445,118.70723802900001,201.99106666666665,222.523069642587,156.76996648455224,15.246011581632652,118.71382136233333,143.16230376776446,15.276439,116.96441,143.6845,0,121.96809265306122,5342.121961305,10737.172782582335,16201.262836540394,122.21151,5263.3984,10776.337,16161.947,39.315570915394346
15,10,3,2,15.246011581632652,14.879787904761905,11.332160183316036,0.0,0,0,1.0,1.0,23.324444444444442,26.10888888888889,8.954444444444444,34.71666666666667,13.37388888888889,172.57222222222222,118.71382136233333,202.1313,222.39564595033852,156.53212839003837,15.279659476190476,118.71587136233333,152.44346778883457,15.119874,116.96441,150.5139,0,122.23727580952381,5342.2142113049995,11433.260084162592,16897.711571277116,120.95899,5263.3984,11288.543,16672.9,224.81118065211558
16,10,3,2,15.279659476190476,14.457198868778281,11.291228927419972,0.0,0,0,1.0,1.0,23.294444444444444,26.104999999999997,9.238333333333333,35.827777777777776,13.837222222222223,161.6611111111111,118.71587136233333,202.29613333333333,222.5206089450709,156.29735205239217,13.474848727272727,118.73313802899999,142.10283793459377,13.604954,116.96441,143.41713,0,107.79878981818182,5342.9912113049995,10657.712845094533,16108.502846217714,108.83963,5263.3984,10756.285,16128.523,-20.02059128228575
17,10,3,2,13.474848727272727,12.811451704035875,11.270042928816666,0.0,0,0,1.0,1.0,23.378888888888888,25.91111111111111,8.99611111111111,35.78333333333333,12.096666666666668,159.15555555555557,118.73313802899999,202.42128333333332,221.60885935406048,156.06551431150703,12.302987737556561,118.73963802899999,149.4910172019375,12.405484,116.96441,150.39114,0,98.42390190045249,5343.283711305,11211.826290145313,16653.533903350766,99.24387,5263.3984,11279.336,16641.979,11.555387725766195
18,10,3,2,12.302987737556561,10.411200925110133,11.274779779159301,0.0,0,0,1.0,1.0,22.324444444444445,24.778333333333336,9.188333333333334,39.18333333333333,12.010000000000002,174.53333333333333,118.73963802899999,202.4989,221.87754590205128,155.8365537208168,10.524885333333334,118.744938029,149.19075345713102,10.682219,116.96441,148.43819,0,84.19908266666667,5343.5222113049995,11189.306509284826,16617.027803256493,85.45775,5263.3984,11132.864,16481.72,135.30710013149292
19,10,3,2,10.524885333333334,9.814015550660795,11.298380616488089,0.0,0,0,1.0,1.0,21.444444444444443,23.140555555555558,9.563333333333334,44.172222222222224,8.627777777777778,162.2722222222222,118.744938029,202.56861666666666,221.40515940729603,155.61054834058214,10.380435646551724,118.77167136233334,91.38676280334434,10.2893095,116.96441,93.168304,0,83.0434851724138,5344.725211305,6854.007210250826,12281.775906728239,82.314476,5263.3984,6987.623,12333.336,-51.560030771761376
20,10,3,2,10.380435646551724,9.787408008849557,11.320066802609814,0.0,0,0,1.0,1.0,19.05166666666667,20.585555555555555,9.87888888888889,51.56666666666667,8.094444444444445,137.74444444444444,118.77167136233334,202.61396666666667,222.0713399757795,155.38729221748164,10.307876475770925,118.773288029,100.24880591299204,10.276263,116.96441,98.768005,0,82.4630118061674,5344.797961305,7518.660443474403,12945.92141658557,82.210106,5263.3984,7407.6006,12753.209,192.7124322105701
21,10,3,2,10.307876475770925,9.956610840336134,11.320756834917495,0.0,0,0,1.0,1.0,17.256666666666664,18.613333333333333,10.697222222222223,61.23888888888889,8.307777777777778,161.14444444444445,118.773288029,202.6493,222.103286479276,155.16673656975988,9.973171615720524,118.77505469566667,49.644597999747305,9.974251,116.96441,49.622585,0,79.7853729257642,5344.877461305,3723.344849981048,9148.007684211812,79.79401,5263.3984,3721.6938,9064.887,83.12096546181237
22,10,3,2,9.973171615720524,9.863589831932773,11.314813130927389,0.0,0,0,1.0,1.0,16.064444444444444,17.432222222222222,11.18,68.05,9.108333333333333,165.5,118.77505469566667,202.6969666666667,222.118959231172,154.94887260644194,9.720940936170212,118.78345469566666,51.59020153981938,9.7444315,116.96441,52.022034,0,77.7675274893617,5345.255461305,3869.265115486454,9292.288104280815,77.95545,5263.3984,3901.6526,9243.007,49.28126834331488
23,10,3,2,9.720940936170212,9.166535485232068,11.315066367685255,0.0,0,0,1.0,1.0,14.941666666666666,16.45111111111111,11.237222222222222,72.7,9.900555555555554,175.23888888888888,118.78345469566666,202.73796666666667,222.24674222115317,154.73361069427463,9.172613167420815,118.78487136233333,56.74202240677317,9.37581,116.96441,54.552044,0,73.38090533936652,5345.319211305,4255.651680507987,9674.351797152354,75.00648,5263.3984,4091.4033,9429.809,244.54320340235427
0,11,3,3,9.172613167420815,9.0644703930131,11.31152510130971,0.0,0,0,1.0,1.0,14.207777777777778,15.590555555555557,11.317222222222222,76.97777777777777,9.377777777777778,197.4111111111111,118.78487136233333,118.58387136233334,118.04095342406666,155.0230903365917,8.979479999999999,166.67353333333332,53.71086121998564,8.986561,162.3651,53.54318,0,71.83583999999999,7500.308999999999,4028.3145914989227,11600.459431498923,71.89249,7306.429,4015.7383,11394.061,206.39888462392264
1,11,3,3,8.979479999999999,8.862922523364487,11.321385774771217,0.0,0,0,1.0,1.0,13.636666666666667,14.895555555555555,11.379444444444445,80.58333333333333,8.838333333333335,171.07777777777778,166.67353333333332,118.58737136233334,118.0630867574,155.31270569319446,9.099578686440678,166.71846666666667,51.225040146221026,8.960403,164.47299,52.060303,0,72.79662949152542,7502.331,3841.8780109665768,11417.005640458101,71.68323,7401.2847,3904.5227,11377.49,39.51540608310097
2,11,3,3,9.099578686440678,8.909428378378378,11.323964345163644,0.0,0,0,1.0,1.0,13.142777777777777,14.188333333333334,11.348888888888888,83.88333333333334,7.675555555555556,164.55,166.71846666666667,118.58842136233334,118.07035342406667,155.6023063672576,8.97131406779661,166.7232666666667,50.494979249330015,8.930127,164.47299,51.935154,0,71.77051254237288,7502.547000000001,3787.123443699751,11361.440956242124,71.44102,7401.2847,3895.1365,11367.862,-6.42134844537577
3,11,3,3,8.97131406779661,9.339436525423729,11.294729109093007,0.0,0,0,1.0,1.0,12.943888888888889,13.611666666666666,11.147222222222222,85.78888888888889,5.4511111111111115,154.11111111111111,166.7232666666667,118.58842136233332,118.0862867574,155.89189434290796,8.637790859728508,166.73706666666666,50.73065867336285,8.801267,164.47299,52.33786,0,69.10232687782806,7503.168,3804.799400502214,11377.069727380042,70.41013,7401.2847,3925.3396,11397.034,-19.964452307458487
4,11,3,3,8.637790859728508,8.97732720338983,11.283111444035478,0.0,0,0,1.0,1.0,12.378333333333332,13.141666666666667,10.883333333333333,86.73333333333333,5.475555555555555,169.33333333333334,166.73706666666666,118.60672136233333,118.0870367574,156.18166624712978,8.698503242009131,166.76871666666665,54.45391736594317,8.69717,164.47299,53.51287,0,69.58802593607305,7504.592249999999,4084.0438024457376,11658.224078381809,69.57736,7401.2847,4013.4653,11484.327,173.8969299443088
5,11,3,3,8.698503242009131,9.396006094420601,11.253630008643858,0.0,0,0,1.0,1.0,12.216666666666667,13.138333333333334,10.375555555555556,84.57777777777778,5.623333333333334,195.93333333333334,166.76871666666665,118.61282136233334,118.08728675740001,156.4715498577008,8.688451645021646,166.78773333333336,56.54419559031699,8.851651,164.47299,55.48113,0,69.50761316017316,7505.448000000001,4240.814669273774,11815.770282433949,70.81321,7401.2847,4161.0845,11633.182,182.58864180894852
6,11,3,3,8.688451645021646,9.663592652173913,11.264748641014103,0.0,0,0,1.0,1.0,12.043888888888889,12.98,10.041111111111112,83.7611111111111,5.261111111111111,169.63888888888889,166.78773333333336,118.61282136233334,118.10367009073333,156.7615335674782,9.93043982905983,166.82093333333333,56.73027332741933,9.6085415,164.47299,55.85834,0,79.44351863247864,7506.942,4254.77049955645,11841.156018188929,76.86833,7401.2847,4189.3755,11667.528,173.627697876429
7,11,3,3,9.93043982905983,10.096844075829384,11.283057799265956,0.0,0,0,1.0,1.0,11.811111111111112,12.74388888888889,10.386111111111111,86.43333333333334,5.68,66.36111111111111,166.82093333333333,118.619488029,118.11572009073333,157.05163384471592,10.536263873873875,166.85256666666666,59.73321891409904,10.549212,164.47299,60.32029,0,84.290110990991,7508.3655,4479.991418557428,12072.647029548418,84.3937,7401.2847,4524.0215,12009.699,62.94781079841778
8,11,3,3,10.536263873873875,10.98797548245614,11.272964092489609,0.0,0,0,1.0,1.0,14.208888888888888,14.792777777777777,11.635555555555555,82.56111111111112,5.797777777777778,102.53333333333333,166.85256666666666,118.62148802899999,118.12148675739999,157.34188848703297,10.745726519823789,166.88426666666666,167.12682078097546,10.996539,164.47299,166.97939,0,85.96581215859031,7509.7919999999995,12534.51155857316,20130.26937073175,87.97231,7401.2847,12523.454,20012.71,117.5584332317485
9,11,3,3,10.745726519823789,12.125079613733904,11.27020610933478,0.0,0,0,1.0,1.0,17.520555555555553,18.02388888888889,13.588888888888889,76.86111111111111,8.530000000000001,78.62777777777778,166.88426666666666,118.62235469566666,118.13365342406665,157.6326498753818,12.058888018018019,166.98156666666668,175.9722607276785,11.939268,164.47299,174.12105,0,96.47110414414415,7514.1705,13197.919554575888,20808.561158720033,95.514145,7401.2847,13059.078,20555.877,252.68420559503284
10,11,3,3,12.058888018018019,12.773893022222223,11.293012983408852,0.0,0,0,1.0,1.0,19.39888888888889,19.67611111111111,14.50611111111111,72.7388888888889,9.008333333333333,87.55555555555556,166.98156666666668,118.64827136233333,118.14712040863333,157.9241077896161,13.321258,167.11205,168.97850060381026,13.238338,164.47299,170.58841,0,106.570064,7520.04225,12673.38754528577,20299.99985928577,105.90671,7401.2847,12794.131,20301.322,-1.3224063392299286
11,11,3,3,13.321258,13.526040139534883,11.319543195848867,0.0,0,0,1.0,1.0,21.833333333333332,22.661666666666665,14.584444444444443,60.92777777777778,11.962777777777779,136.43333333333334,167.11205,118.663338029,118.15400469566666,158.21605557912602,14.162765238095238,167.20123333333333,204.0092449043767,14.36957,164.47299,202.4608,0,113.3021219047619,7524.0555,15300.693367828251,22938.050989733012,114.95656,7401.2847,15184.56,22700.8,237.2502084830121
12,11,3,3,14.162765238095238,16.0030906,11.327584508877038,0.0,0,0,1.0,1.0,22.83833333333333,23.954444444444444,14.708888888888888,56.71111111111111,13.725555555555555,212.23333333333332,167.20123333333333,118.67400469566665,118.15837136233334,158.50865555117562,16.196082112676056,167.31516666666667,196.34323759093772,16.025608,164.47299,195.25473,0,129.56865690140845,7529.1825,14725.742819320329,22384.493976221736,128.20486,7401.2847,14644.1045,22173.594,210.90022622173638
13,11,3,3,16.196082112676056,15.452055422885572,11.29001993688461,0.0,0,0,1.0,1.0,22.90222222222222,23.442777777777778,15.085,62.36666666666667,11.77611111111111,195.09444444444443,167.31516666666667,118.70723802900001,118.16525469566666,158.80185532481252,14.550505695067264,167.42281666666668,186.7657159062594,14.606198,164.47299,189.25037,0,116.40404556053811,7534.026750000001,14007.428692969455,21657.859488529994,116.84959,7401.2847,14193.777,21711.912,-54.05262084500646
14,11,3,3,14.550505695067264,15.246011581632652,11.212157823799076,0.0,0,0,1.0,1.0,23.75,23.787222222222223,15.033333333333333,63.06111111111111,9.402222222222223,108.02777777777777,167.42281666666668,118.71382136233333,118.17763802900001,159.09509805479865,13.377320867579908,167.44241666666667,165.17599686380402,13.600475,164.47299,166.8398,0,107.01856694063926,7534.9087500000005,12388.1997647853,20030.12708172594,108.8038,7401.2847,12512.984,20023.072,7.054816100939206
15,11,3,3,13.377320867579908,15.279659476190476,11.136415014523285,0.0,0,0,1.0,1.0,24.259444444444444,24.24833333333333,14.549444444444445,60.333333333333336,8.387777777777778,141.23333333333332,167.44241666666667,118.71587136233333,118.23963802899999,159.3880908839911,13.46183205357143,167.4624333333333,173.0552306213052,13.518335,164.08353,171.21793,0,107.69465642857143,7535.8094999999985,12979.14229659789,20622.64645302646,108.14668,7383.759,12841.345,20333.25,289.3964530264602
16,11,3,3,13.46183205357143,13.474848727272727,11.136791908294327,0.0,0,0,1.0,1.0,23.88722222222222,24.466666666666665,14.502222222222223,58.833333333333336,11.422777777777778,115.32777777777778,167.4624333333333,118.73313802899999,118.25995469566666,159.68127002270737,13.483894177777778,167.51405000000003,169.57744579937074,13.454464,164.47299,169.78133,0,107.87115342222222,7538.1322500000015,12718.308434952805,20364.31183837503,107.63571,7401.2847,12733.6,20242.52,121.79230712502977
17,11,3,3,13.483894177777778,12.302987737556561,11.178151160011181,0.0,0,0,1.0,1.0,24.042777777777776,24.263333333333332,14.840555555555557,59.138888888888886,10.05888888888889,163.35555555555555,167.51405000000003,118.73963802899999,118.26347136233333,159.89909240494913,13.295609778761062,154.85763157894738,167.88497729902355,13.1840725,163.99992,168.98961,0,106.3648782300885,6968.593421052632,12591.373297426766,19666.331596709486,105.47258,7379.9966,12674.221,20159.69,-493.3578564155141
18,11,3,3,13.295609778761062,10.524885333333334,11.239290080698316,0.0,0,0,1.0,1.0,22.927777777777777,22.776666666666667,14.945,64.83333333333333,8.193333333333333,197.9,154.85763157894738,118.744938029,118.31267136233333,160.19304198017332,11.992219429824562,167.6962,171.3370879301046,12.046447,165.19777,170.3548,0,95.9377554385965,7546.329000000001,12850.281594757844,20492.54835019644,96.371574,7433.8994,12776.609,20306.88,185.66749082144088
19,11,3,3,11.992219429824562,10.380435646551724,11.273370758216025,0.0,0,0,1.0,1.0,21.995555555555555,21.827222222222222,15.023333333333332,68.49444444444444,8.052222222222223,171.11666666666667,167.6962,118.77167136233334,118.32925469566666,160.48732201174676,11.198371906976744,167.7683,111.66346588136678,11.277,165.19777,114.939705,0,89.58697525581395,7549.5735,8374.759941102508,16013.920416358322,90.216,7433.8994,8620.478,16144.593,-130.67235707917825
20,11,3,3,11.198371906976744,10.307876475770925,11.31206362564714,0.0,0,0,1.0,1.0,21.834444444444443,20.906666666666666,15.688333333333334,75.35555555555555,5.477777777777778,162.55555555555554,167.7683,118.773288029,118.33562136233333,160.78159857109793,11.236505294117647,167.77408333333332,107.82640369789326,10.909599,165.19777,106.14636,0,89.89204235294117,7549.83375,8086.980277341994,15726.706069694934,87.276794,7433.8994,7960.977,15482.153,244.55274938243383
21,11,3,3,11.236505294117647,9.973171615720524,11.341565400062146,0.0,0,0,1.0,1.0,21.375,20.171666666666667,15.930555555555555,79.40555555555555,4.481111111111111,159.1888888888889,167.77408333333332,118.77505469566667,118.33830469566666,161.07586630108403,10.681214201680673,167.77528333333333,48.23125152825135,10.671204,165.19777,50.035862,0,85.44971361344538,7549.88775,3617.343864618851,11252.681328232296,85.36963,7433.8994,3752.6897,11271.959,-19.277656142703563
22,11,3,3,10.681214201680673,9.720940936170212,11.348080253233414,0.0,0,0,1.0,1.0,20.56111111111111,19.55111111111111,16.346111111111114,84.07777777777778,6.16,162.19444444444446,167.77528333333333,118.78345469566666,118.35862136233332,161.37064216599077,9.877297412280702,167.88096666666667,53.26444729163857,9.997492,165.19777,53.37165,0,79.01837929824562,7554.6435,3994.8335468728924,11628.495426171137,79.979935,7433.8994,4002.8738,11516.753,111.7424964836373
23,11,3,3,9.877297412280702,9.172613167420815,11.360077256450682,0.0,0,0,1.0,1.0,20.095,18.995,16.672777777777778,88.05555555555556,6.185555555555556,144.0611111111111,167.88096666666667,118.78487136233333,118.367038029,161.66539521343722,9.460541244635193,167.88555,59.61097227569461,9.521959,165.19777,59.158875,0,75.68432995708154,7554.849749999999,4470.822920677096,12101.357000634176,76.175674,7433.8994,4436.9155,11946.99,154.36676625917607
0,12,3,4,9.460541244635193,8.979479999999999,11.384296683971689,0.0,0,0,1.0,1.0,20.145,18.63722222222222,16.766111111111112,90.00555555555556,4.2299999999999995,220.2722222222222,167.88555,166.67353333333332,164.65013333333334,161.89231436026262,9.560746260504201,202.77255,62.09172405615523,9.519021,196.65144,60.576225,0,76.48597008403361,9124.76475,4656.879304211642,13858.130024295675,76.15217,8849.315,4543.217,13468.685,389.44545398317496
1,12,3,4,9.560746260504201,9.099578686440678,11.381774849083444,0.0,0,0,1.0,1.0,19.00111111111111,17.659444444444443,16.275,92.24444444444444,4.113333333333333,159.43333333333334,202.77255,166.71846666666667,164.72591666666668,162.1190483880404,9.039054649122807,202.81723333333332,54.588515039334794,9.249737,200.1844,57.09625,0,72.31243719298246,9126.7755,4094.1386279501094,13293.226565143092,73.997894,9008.298,4282.2188,13364.515,-71.28808329440835
2,12,3,4,9.039054649122807,8.97131406779661,11.37827927571765,0.0,0,0,1.0,1.0,18.20611111111111,16.910555555555558,15.761666666666667,93.4,3.311111111111111,178.8111111111111,202.81723333333332,166.7232666666667,164.7299833333333,162.34599828883404,8.887420307017544,202.85756666666666,61.628235653598004,8.972695,200.1844,59.61419,0,71.09936245614035,9128.5905,4622.117674019851,13821.80753647599,71.78156,9008.298,4471.064,13551.143,270.66495835098976
3,12,3,4,8.887420307017544,8.637790859728508,11.407754979086704,0.0,0,0,1.0,1.0,17.65888888888889,16.468333333333334,15.452777777777778,94.08888888888889,3.2311111111111113,224.97222222222223,202.85756666666666,166.73706666666666,164.75745,162.5729833086753,9.345207740585774,202.89093333333332,62.87972723358142,9.160609,200.1844,62.016937,0,74.7616619246862,9130.091999999999,4715.979542518607,13920.83320444329,73.284874,9008.298,4651.2705,13732.854,187.97968881829001
4,12,3,4,9.345207740585774,8.698503242009131,11.421731494575235,0.0,0,0,1.0,1.0,16.321666666666665,15.693888888888889,14.921666666666667,95.18333333333334,4.985555555555555,228.87222222222223,202.89093333333332,166.76871666666665,164.77824999999999,162.8000935269293,9.033939613733905,202.93276666666668,56.41456656255657,9.36454,200.1844,58.371143,0,72.27151690987124,9131.9745,4231.092492191743,13435.338509101615,74.91632,9008.298,4377.836,13461.05,-25.711295585884727
5,12,3,4,9.033939613733905,8.688451645021646,11.444890288550246,0.0,0,0,1.0,1.0,16.229444444444447,15.714444444444444,14.969999999999999,95.12777777777778,5.636666666666667,246.63333333333333,202.93276666666668,166.78773333333336,164.79718333333332,163.02732814994516,9.244262700421942,202.9726,61.69411312339852,9.151476,200.1844,60.763607,0,73.95410160337553,9133.767,4627.05848425489,13834.779585858265,73.21181,9008.298,4557.2705,13638.78,195.9993124207649
6,12,3,4,9.244262700421942,9.93043982905983,11.4431806323543,0.0,0,0,1.0,1.0,16.41611111111111,15.632777777777779,15.030000000000001,95.95,4.53,201.78333333333333,202.9726,166.82093333333333,164.80200000000002,163.25473846740547,9.889408080357143,203.0069333333333,61.48337706477463,9.796491,200.1844,59.943558,0,79.11526464285714,9135.311999999998,4611.253279858097,13825.680544500952,78.371925,9008.298,4495.7666,13582.437,243.24402106345224
7,12,3,4,9.889408080357143,10.536263873873875,11.461781172894844,0.0,0,0,1.0,1.0,16.59111111111111,15.825,15.25611111111111,96.16666666666667,4.801111111111111,188.21666666666667,203.0069333333333,166.85256666666666,164.81895,163.4824239832785,10.982676846846847,203.07011666666668,55.93049153381986,10.724229,200.1844,58.107975,0,87.86141477477477,9138.15525,4194.78686503649,13420.803529811263,85.79383,9008.298,4358.098,13452.189,-31.385923313737294
8,12,3,4,10.982676846846847,10.745726519823789,11.493662531670301,0.0,0,0,1.0,1.0,18.26222222222222,17.174444444444443,16.07777777777778,93.30555555555556,4.8,230.67777777777778,203.07011666666668,166.88426666666666,164.82580000000002,163.71044987613564,11.510879130434782,203.13415,187.39785184521972,11.555134,200.1844,185.22844,0,92.08703304347826,9141.036750000001,14054.83888839148,23287.962671434958,92.44107,9008.298,13892.133,22992.871,295.0915776849579
9,12,3,4,11.510879130434782,12.058888018018019,11.491643222360992,0.0,0,0,1.0,1.0,20.65,19.377222222222223,16.95,86.31111111111112,5.58,172.65555555555557,203.13415,166.98156666666668,164.92524999999998,163.9382731896277,12.010424594594594,203.19956666666667,189.05157791427365,12.117825,200.57349,189.45647,0,96.08339675675676,9143.9805,14178.868343570524,23418.93224032728,96.9426,9025.807,14209.235,23331.984,86.94786532728176
